0.001,-0.027509
0.002,-0.042229
0.003,0.104969
0.004,-0.027509
0.005,0.07553
0.006,-0.056948
0.007,0.090249
0.008,-0.042229
0.009,-0.130547
0.01,0.04609
0.011,0.06081
0.012,0.222727
0.013,0.163848
0.014,0.193288
0.015,0.502403
0.016,-0.071668
0.017,0.208008
0.018,-0.071668
0.019,0.06081
0.02,0.104969
0.021,0.163848
0.022,0.517123
0.023,0.252167
0.024,0.428804
0.025,0.7232
0.026,0.73792
0.027,0.487683
0.028,0.840958
0.029,0.811519
0.03,1.135354
0.031,1.061755
0.032,1.341431
0.033,1.150074
0.034,1.959661
0.035,2.254057
0.036,2.636771
0.037,3.829073
0.038,5.227452
0.039,6.71415
0.04,7.685655
0.041,9.510908
0.042,10.526572
0.043,13.411649
0.044,16.856077
0.045,33.23919
0.046,36.860256
0.047,28.499422
0.048,20.859857
0.049,27.719274
0.05,31.29618
0.051,27.719274
0.052,25.96762
0.053,26.909686
0.054,26.968565
0.055,26.865526
0.056,27.101043
0.057,27.218801
0.058,26.777208
0.059,26.585851
0.06,26.747768
0.061,27.027444
0.062,26.865526
0.063,26.983285
0.064,27.027444
0.065,27.572076
0.066,27.410158
0.067,27.410158
0.068,28.249186
0.069,28.366944
0.07,28.705499
0.071,28.720218
0.072,29.353169
0.073,30.192196
0.074,30.471872
0.075,31.075383
0.076,31.340339
0.077,32.120487
0.078,32.812317
0.079,32.988954
0.08,33.827982
0.081,34.416773
0.082,34.828926
0.083,35.770992
0.084,36.006509
0.085,37.154651
0.086,37.90536
0.087,39.053503
0.088,40.054448
0.089,40.363563
0.09,41.614744
0.091,42.55681
0.092,43.116162
0.093,44.57342
0.094,45.633244
0.095,46.192595
0.096,47.031623
0.097,47.958969
0.098,48.768557
0.099,49.283749
0.1,49.769502
0.101,50.917644
0.102,51.609474
0.103,52.183545
0.104,52.580979
0.105,53.110891
0.106,53.493605
0.107,53.758562
0.108,54.126556
0.109,54.406232
0.11,54.818386
0.111,55.84877
0.112,56.187325
0.113,56.128446
0.114,56.305083
0.115,56.908594
0.116,56.805556
0.117,56.864435
0.118,56.879155
0.119,56.820275
0.12,57.129391
0.121,57.129391
0.122,57.600424
0.123,57.983138
0.124,58.042017
0.125,58.689687
0.126,58.542489
0.127,58.881044
0.128,59.028242
0.129,59.337358
0.13,60.029187
0.131,60.205824
0.132,60.264704
0.133,60.4855
0.134,60.971253
0.135,60.617978
0.136,60.956533
0.137,61.236209
0.138,61.457006
0.139,61.751401
0.14,61.324528
0.141,61.13317
0.142,61.574764
0.143,61.81028
0.144,61.412846
0.145,61.589484
0.146,61.545324
0.147,61.986918
0.148,61.736681
0.149,61.560044
0.15,61.986918
0.151,61.883879
0.152,62.266593
0.153,62.163555
0.154,62.075236
0.155,62.590429
0.156,62.50211
0.157,62.825945
0.158,62.678747
0.159,62.634588
0.16,62.884824
0.161,62.384352
0.162,63.13506
0.163,63.193939
0.164,62.855385
0.165,62.722907
0.166,63.326417
0.167,63.591373
0.168,63.473615
0.169,63.561934
0.17,63.252819
0.171,63.282258
0.172,63.311698
0.173,63.929928
0.174,63.81217
0.175,64.003527
0.176,63.944648
0.177,64.018247
0.178,64.106566
0.179,64.636478
0.18,64.283203
0.181,64.106566
0.182,64.371522
0.183,64.209604
0.184,64.754236
0.185,65.078071
0.186,64.680637
0.187,64.312643
0.188,64.621758
0.189,64.51872
0.19,64.798395
0.191,65.033912
0.192,65.269428
0.193,64.754236
0.194,65.578544
0.195,66.049576
0.196,66.108456
0.197,66.46173
0.198,66.947483
0.199,66.697247
0.2,66.44701
0.201,67.109401
0.202,67.12412
0.203,66.608928
0.204,68.139785
0.205,68.228104
0.206,68.316422
0.207,67.757071
0.208,67.16828
0.209,67.462675
0.21,67.639313
0.211,67.447955
0.212,67.433236
0.213,67.668752
0.214,67.227159
0.215,67.330197
0.216,67.418516
0.217,67.580433
0.218,67.212439
0.219,67.109401
0.22,67.757071
0.221,67.874829
0.222,67.300758
0.223,67.81595
0.224,67.80123
0.225,67.757071
0.226,67.977867
0.227,68.169225
0.228,68.228104
0.229,67.992587
0.23,68.316422
0.231,68.581378
0.232,68.728576
0.233,69.552884
0.234,69.361527
0.235,69.081851
0.236,69.670642
0.237,69.449845
0.238,69.758961
0.239,70.553829
0.24,70.568548
0.241,69.405686
0.242,69.567604
0.243,70.46551
0.244,70.053356
0.245,69.582323
0.246,69.376246
0.247,69.758961
0.248,69.891439
0.249,69.847279
0.25,70.259433
0.251,69.670642
0.252,69.170169
0.253,69.184889
0.254,69.332087
0.255,69.287928
0.256,69.538164
0.257,69.022972
0.258,69.685362
0.259,69.582323
0.26,69.184889
0.261,69.15545
0.262,68.846334
0.263,68.46362
0.264,68.49306
0.265,68.49306
0.266,68.404741
0.267,68.286983
0.268,68.331142
0.269,68.551939
0.27,68.154505
0.271,68.198664
0.272,68.728576
0.273,68.228104
0.274,68.375301
0.275,68.787455
0.276,68.507779
0.277,68.596098
0.278,69.12601
0.279,69.170169
0.28,69.508724
0.281,69.508724
0.282,69.11129
0.283,70.406631
0.284,71.304537
0.285,70.244713
0.286,70.259433
0.287,70.907103
0.288,71.275098
0.289,70.009197
0.29,70.023917
0.291,71.054301
0.292,70.46551
0.293,70.112235
0.294,70.171114
0.295,71.010142
0.296,70.965982
0.297,70.141675
0.298,70.921823
0.299,71.495894
0.3,70.642147
0.301,70.377191
0.302,71.363416
0.303,71.11318
0.304,71.11318
0.305,70.686307
0.306,70.141675
0.307,72.48212
0.308,72.673477
0.309,71.878609
0.31,72.629317
0.311,72.555719
0.312,71.09846
0.313,70.701026
0.314,70.49495
0.315,70.907103
0.316,70.229994
0.317,69.332087
0.318,69.655922
0.319,69.906158
0.32,69.685362
0.321,69.022972
0.322,69.258488
0.323,69.12601
0.324,69.317367
0.325,69.597043
0.326,69.758961
0.327,69.538164
0.328,69.420406
0.329,69.876719
0.33,69.994477
0.331,71.687252
0.332,70.818785
0.333,70.215274
0.334,70.745186
0.335,71.378136
0.336,71.024862
0.337,70.48023
0.338,70.49495
0.339,70.229994
0.34,70.49495
0.341,69.096571
0.342,71.893328
0.343,72.290763
0.344,72.761795
0.345,72.599878
0.346,71.863889
0.347,71.466455
0.348,71.275098
0.349,73.14451
0.35,72.732356
0.351,71.849169
0.352,72.143565
0.353,72.246603
0.354,71.80501
0.355,71.687252
0.356,71.260378
0.357,71.260378
0.358,71.966927
0.359,70.244713
0.36,73.541944
0.361,73.880499
0.362,72.349642
0.363,75.308317
0.364,74.042416
0.365,73.218109
0.366,72.570438
0.367,73.14451
0.368,72.879554
0.369,72.511559
0.37,72.231883
0.371,72.276043
0.372,72.011087
0.373,72.173004
0.374,71.1279
0.375,72.540999
0.376,72.143565
0.377,72.408521
0.378,72.246603
0.379,72.143565
0.38,71.908048
0.381,71.407576
0.382,72.231883
0.383,72.570438
0.384,71.069021
0.385,73.276988
0.386,74.160174
0.387,72.496839
0.388,72.48212
0.389,71.687252
0.39,73.79218
0.391,73.070911
0.392,73.262268
0.393,73.821619
0.394,73.79218
0.395,73.821619
0.396,73.556663
0.397,74.778405
0.398,74.616488
0.399,73.468345
0.4,73.10035
0.401,74.969762
0.402,75.661592
0.403,73.821619
0.404,73.203389
0.405,75.293597
0.406,76.059026
0.407,75.205279
0.408,74.645927
0.409,75.941268
0.41,74.46929
0.411,73.8069
0.412,74.336812
0.413,76.044306
0.414,75.558553
0.415,73.909938
0.416,73.644982
0.417,74.263213
0.418,75.11696
0.419,74.616488
0.42,73.939378
0.421,74.690086
0.422,74.748966
0.423,74.42513
0.424,74.852004
0.425,75.587993
0.426,74.969762
0.427,74.984482
0.428,75.10224
0.429,77.354366
0.43,76.073746
0.431,75.970707
0.432,71.1279
0.433,77.943157
0.434,79.974487
0.435,79.73897
0.436,77.634042
0.437,76.162064
0.438,76.353421
0.439,75.985427
0.44,76.191504
0.441,75.323037
0.442,76.353421
0.443,75.529114
0.444,74.101295
0.445,72.055246
0.446,75.264158
0.447,75.823509
0.448,75.308317
0.449,75.175839
0.45,75.13168
0.451,74.778405
0.452,74.336812
0.453,74.528169
0.454,76.132625
0.455,74.395691
0.456,74.690086
0.457,76.103185
0.458,76.824454
0.459,76.044306
0.46,75.661592
0.461,75.74991
0.462,74.910883
0.463,74.204334
0.464,74.822564
0.465,75.161119
0.466,75.735191
0.467,75.11696
0.468,74.086575
0.469,76.603658
0.47,76.515339
0.471,76.795015
0.472,76.294542
0.473,75.852949
0.474,75.79407
0.475,75.396636
0.476,75.852949
0.477,75.499674
0.478,75.632152
0.479,75.529114
0.48,75.10224
0.481,75.161119
0.482,75.1464
0.483,75.705751
0.484,74.645927
0.485,74.498729
0.486,75.205279
0.487,74.690086
0.488,74.719526
0.489,74.852004
0.49,74.793125
0.491,76.235663
0.492,76.265103
0.493,75.911828
0.494,75.470235
0.495,75.264158
0.496,75.10224
0.497,76.485899
0.498,75.77935
0.499,74.969762
0.5,75.381916
0.501,74.616488
0.502,74.837284
0.503,76.294542
0.504,76.559498
0.505,76.323982
0.506,75.352476
0.507,77.148289
0.508,77.928438
0.509,76.588938
0.51,75.897108
0.511,76.044306
0.512,75.79407
0.513,75.911828
0.514,76.206224
0.515,75.602713
0.516,75.79407
0.517,75.529114
0.518,75.470235
0.519,75.926548
0.52,75.499674
0.521,76.132625
0.522,75.970707
0.523,75.926548
0.524,75.852949
0.525,75.985427
0.526,75.926548
0.527,76.117905
0.528,75.499674
0.529,76.000147
0.53,76.088465
0.531,75.970707
0.532,76.323982
0.533,76.44174
0.534,80.254163
0.535,77.825399
0.536,77.08941
0.537,77.427965
0.538,77.08941
0.539,77.11885
0.54,77.163009
0.541,77.148289
0.542,76.971652
0.543,76.927493
0.544,76.544778
0.545,76.883333
0.546,76.662537
0.547,76.530059
0.548,76.912773
0.549,76.706696
0.55,76.662537
0.551,76.588938
0.552,76.942212
0.553,77.001092
0.554,77.07469
0.555,77.07469
0.556,77.236608
0.557,77.221888
0.558,77.192449
0.559,77.604603
0.56,77.295487
0.561,77.7518
0.562,77.236608
0.563,77.560443
0.564,77.148289
0.565,77.76652
0.566,77.619322
0.567,77.957877
0.568,77.310207
0.569,77.692921
0.57,77.324927
0.571,77.869559
0.572,78.105075
0.573,78.031476
0.574,78.060916
0.575,77.78124
0.576,77.79596
0.577,77.972597
0.578,76.795015
0.579,80.651597
0.58,81.417025
0.581,78.487789
0.582,79.680091
0.583,80.210003
0.584,79.12074
0.585,79.150179
0.586,78.546668
0.587,78.266993
0.588,77.913718
0.589,78.105075
0.59,78.090355
0.591,76.986372
0.592,78.502509
0.593,77.928438
0.594,78.325872
0.595,78.973542
0.596,79.0913
0.597,78.266993
0.598,79.282657
0.599,78.45835
0.6,78.738025
0.601,79.267937
0.602,78.44363
0.603,78.796905
0.604,78.531949
0.605,78.090355
0.606,78.031476
0.607,78.826344
0.608,78.44363
0.609,78.679146
0.61,78.45835
0.611,78.178674
0.612,78.826344
0.613,78.634987
0.614,78.502509
0.615,78.002037
0.616,77.987317
0.617,78.134515
0.618,78.031476
0.619,78.149234
0.62,78.252273
0.621,78.281712
0.622,77.7518
0.623,78.149234
0.624,77.972597
0.625,78.561388
0.626,78.090355
0.627,78.296432
0.628,78.561388
0.629,78.752745
0.63,78.870503
0.631,78.384751
0.632,78.517229
0.633,78.090355
0.634,78.590828
0.635,78.487789
0.636,78.502509
0.637,78.679146
0.638,79.032421
0.639,78.605547
0.64,81.004871
0.641,81.387586
0.642,79.76841
0.643,79.385696
0.644,79.827289
0.645,79.194339
0.646,79.209058
0.647,78.620267
0.648,79.73897
0.649,79.400415
0.65,79.282657
0.651,79.606492
0.652,79.709531
0.653,84.037146
0.654,88.570837
0.655,83.801629
0.656,80.533838
0.657,81.814459
0.658,81.902778
0.659,79.959767
0.66,79.842009
0.661,79.915608
0.662,79.680091
0.663,79.341536
0.664,79.07658
0.665,79.297377
0.666,79.621212
0.667,79.150179
0.668,78.870503
0.669,78.958822
0.67,78.752745
0.671,78.45835
0.672,78.531949
0.673,78.649707
0.674,78.649707
0.675,79.135459
0.676,79.07658
0.677,78.767465
0.678,79.223778
0.679,79.871448
0.68,79.10602
0.681,78.914663
0.682,78.752745
0.683,79.12074
0.684,78.855784
0.685,79.223778
0.686,78.914663
0.687,78.914663
0.688,79.370976
0.689,80.239443
0.69,81.049031
0.691,80.504399
0.692,80.533838
0.693,81.210948
0.694,80.681036
0.695,80.636877
0.696,80.798794
0.697,80.828234
0.698,81.196228
0.699,81.299267
0.7,81.019591
0.701,80.754635
0.702,81.166789
0.703,80.710476
0.704,80.283602
0.705,80.533838
0.706,80.592718
0.707,80.533838
0.708,80.887113
0.709,81.210948
0.71,81.07847
0.711,80.842954
0.712,81.07847
0.713,80.41608
0.714,80.857674
0.715,81.446465
0.716,81.946937
0.717,81.505344
0.718,81.166789
0.719,81.637822
0.72,80.975432
0.721,81.06375
0.722,81.711421
0.723,81.564223
0.724,81.10791
0.725,81.343426
0.726,81.181509
0.727,81.004871
0.728,81.358146
0.729,81.564223
0.73,81.593662
0.731,81.7703
0.732,81.578943
0.733,81.623102
0.734,82.094135
0.735,82.373811
0.736,81.858618
0.737,81.593662
0.738,81.829179
0.739,81.888058
0.74,81.343426
0.741,81.255108
0.742,81.461184
0.743,81.637822
0.744,82.138294
0.745,81.402305
0.746,81.858618
0.747,81.593662
0.748,81.137349
0.749,81.75558
0.75,81.446465
0.751,81.12263
0.752,81.12263
0.753,81.225668
0.754,81.564223
0.755,81.431745
0.756,81.417025
0.757,81.299267
0.758,81.814459
0.759,81.09319
0.76,80.622157
0.761,80.739915
0.762,81.137349
0.763,81.475904
0.764,81.210948
0.765,81.549503
0.766,81.372866
0.767,81.946937
0.768,81.210948
0.769,81.534783
0.77,81.417025
0.771,82.020536
0.772,81.328706
0.773,81.152069
0.774,81.196228
0.775,80.975432
0.776,81.152069
0.777,81.06375
0.778,81.284547
0.779,82.44741
0.78,83.183399
0.781,82.359091
0.782,82.211893
0.783,81.78502
0.784,82.108855
0.785,82.785965
0.786,82.226613
0.787,82.108855
0.788,82.123574
0.789,81.902778
0.79,81.623102
0.791,81.873338
0.792,82.300212
0.793,82.094135
0.794,82.44741
0.795,82.153014
0.796,82.329651
0.797,81.652542
0.798,82.049976
0.799,82.035256
0.8,82.889003
0.801,83.345316
0.802,82.992041
